,name,price,product_url,image,freeship,average_review,number_of_sales,sale,tikinow,tikinow_member_deal,re_hon_hoan_tien,tra_gop,free_gift
4365,Logitech C310 HD Webcam 720P Video Call Web Cam Desktop Laptop Monitor Webcam Widescreen Web Camera With Noise-Reducing,800.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMerRlK4F-UIn3ShOPnVhpBzfJGk_kF43hwNxXACUbiLULjuhSWwmwrDexjfEPYB48uyT83KXwvXiGWB6-2FPj50CHJTec7p07gKy9I2sFGighgOhDwjowXmDuteh9z9cVoDUOCOO47QLQhQCg_R0Hq3AfVuD_hAkzm7ZoXDshsEwhbgltlAizYXkK9EwR43BMLj5j0APK3v8rwXkdNvLiCSwsfPmsLoZgemHf8KCcEjCgrjqLUSEPygT18ouuBRgGkQ8dK2oq4KOjErrLH6r7Jkzp6IWIvGN0OYExcAprL4z7Ahz6kKegSNrg2T6jr584hkoRIeQwkkimUrWP20HQ6q7h86mXsVGMcfvIcYVINek1eoef7I61yzFkNuokSlqvKCXU1ygoJ1KueXbnp1Hydk6cOMh5t7n3oEpl3VgSdI8Vf8y5ShEc180_8b44hUhnCiY6fVvlTwL0Rfv7fnAiKKnIFw8M4WTKejcBktuwK2zbj9dzduyPMOj4X44iX3QYX9Wh99AMxZyYJZ4Q5jMRLZ0uMUy_yIvEIk-W6eRrNOCb22IxwdU8ivzc7h9gecHGEAfd-L9SH7EyGnxRI6-4fUiZZAn4c-YqfKPAQZsoHyDEefQgoJsIKpPVMijTZO_6awo-5iShU0D0GwoZ-rrB81t1KgrTRohA9ym1RUWp24GkHEVwrdChciVWVgPRE9P22-mRa3Rw7L35-TvxDmzBhthZqj6YdFt9fE8MXL1R-KHOk52lT_D-w8UoLNw8WBNlIC564jiOYxWT5DmDDAg-hyJMfJHpA_6TdRPq7nt-WoMzq3v8Rmas3pTkJSuSKPFF_vl1zmdo38E-AhPFKQvgeND1RRkq73rovNIGCU4nj8wMUpS4bpZUOTz87o1hkiMaISC5SNUS1eI11xqWnoVxxElNN0yAWb5AyVBFKKryAs4yeHQyio2hjEnpktLvsdtn31_8xlDXchzShIDeqzjZm3IMLR13amhQn9mmgLkjKKtzM68HFcDNJ50J022OX_FLeUfU_drRng7yfUeinxtP3N1RrFtZTFte2UT583bMz2GdD9kPZCNrYSnOVo7syBXN5uMN8Bovv--fWMnEc5KlxhbNfd2yI8mEKLZfI91jXd7DHZX6TSwD6WD18WtWjpPwCROVH-puPHGuiY6xHm779CCIq6wm7yLw_OkalIcriGsh-qWBwWPmoS_QRDH9ILxNd490LM38mNIuF8STe5NHHOYoCZ4K0akSkzqKfANpu5RBZA7cBNCkIuHC3MRDpIehXxZljbL-WFzQUb6iI8x8C9aDOA4p-WZMmcoUAaIAXNfFo_e1OBPMIdpllFz4s8ZfcOftx79UrSV0mYpHZiAMsieILADTADkOXsh8pF44SRcJPKbR5ByTEi6bjYblPHGgxNpO8KNbungGMopqb06Z9MD_7RVmlLX0o00b5lF&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.70310_Y.613156_Z.1280549_CN.2021%252F8%252F18-Camera&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=49&redirect=https%3A%2F%2Ftiki.vn%2Flogitech-c310-hd-webcam-720p-video-call-web-cam-desktop-laptop-monitor-webcam-widescreen-web-camera-with-noise-reducing-p106319503.html%3Fspid%3D106319504,https://salt.tikicdn.com/cache/200x200/ts/product/0f/60/2b/2f457a063eefef5fa7dbbfe300e6b4ac.jpg,No, 100%,10,,,,,,
4366,Bảng Vẽ Đồ Họa Kỹ Thuật Số Veikk S640 (6x4 Inch),643.000 ₫,https://tiki.vn/bang-ve-do-hoa-ky-thuat-so-veikk-s640-6x4-inch-p15510894.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.15510894,https://salt.tikicdn.com/cache/200x200/ts/product/d2/8a/24/666760cdc008b6c9d57eef0bf91fbf60.jpg,No, 100%,12,-13%,,,,,
4367,Đèn LED Thông Minh Để Bàn Bảo Vệ Mắt Xiaomi Mijia,530.000 ₫,https://tiki.vn/den-led-thong-minh-de-ban-bao-ve-mat-xiaomi-mijia-p23206849.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.23206849,https://salt.tikicdn.com/cache/200x200/ts/product/ac/5e/bc/3960f4ade2103329d765447cb47b4c31.jpg,No, 100%,,,,,Yes,,
4368,Dụng Cụ Lấy Ráy Tai Xiaomi Youpin Bebird R1 Smart Visual Ear Stick,289.000 ₫,https://tiki.vn/dung-cu-lay-ray-tai-xiaomi-youpin-bebird-r1-smart-visual-ear-stick-p73494784.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73494784,https://salt.tikicdn.com/cache/200x200/ts/product/63/53/06/a234a17521d2faa5073067c5812d5be3.jpg,Yes, 86%,,,,,,,
4369,Nước hoa nam chính hãng LONKOOM hương gỗ mùi thơm 100ml ,350.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMageIoRkpDmJpsTPXNn3q019gXMOixHosR4GaYA9O6Y8IxZ9FZzwF9fgXmKnyv01WselWC0rhF8-LC2cpfw-WjZ4sWXhJw2wXREYWgBoUD20NcIQIjxTS8VAWTx3KZMna67jBKpCNPofUQL2SVQEYlo9cHRfOw170EsNwSUNgtgHRh9TxKbBmM0SQ6zItKdXYe1ydV0Va0IdI0ayAeagAayHb_2kgoxckwoW98iErscYHba-EHvWwjI_RxLZdcsYO3sVN05WqHzunmWL2J04-Qzqs2q8GDMPGM7OJLT4fGcO8toSo_AE0YwWr4Igs8AJzS8JqPFgHem_FMMLSSH20rGwcZ6hrokttObpZkXQ3gMlR--nxRFhwhU2GLSQ_jdwfzW9RMvGanLxh5SKmW_YcyaBvdyUOYAURLhmVinW45Ad0GyvfM-abaDDOwl0M2yxwXkCpPxvbJfMeMqufhJLbLni1W589OpqgtO-L-TJnuDBTNcUB2fAVYpYgwLfAtOK0g63XuCVKZq35N1aYgQOz6sebJL4djHWSSeV5hwDirvZH1Lar50YHPlJVkouFPScpmmbYWEXt6rJdbMcysqWEGEo6c-bi26v2qCyeacF2Bjl4Wp9czGwD8lvkJkNSZsbITFRb856vGifiy_cO57t2ZitxZNgLWL52A4CMKfeDHS4_LZKH7EiNMniIQovqfNAYFV879ViJpsmWHRzizrIG4j50vcNP6mIDU22IgYV_s6TcTmoxw5X4GrB4_ppFRvuuZ91PqByO4hd-atG8tkAFzrdPLrPJaXTi9Y2Buc49VCrXtlKgVVT2FLeWgOEi_kKsrbJcbvJ1k19hHnJ3GotMqZRXydEuKi7dn8zLpsAawGnJj0-qc8kNU-PbMVAM7k4gFXfhfHtERBGJHGOB1nfffIIOvmp3Nt2m6kNZWSUpjGAJDWvM5iunRTDWZOLuMiXwZh1aLllx1TZkH6o1fPSl7l-8vPOtVkdSl26T08HcrlqmAszGCShThTg4Y5O-r_RwiNEy9bklRLYNXDVunQ6ON7ThuN_oZVHkodyhPdhhMQHGrl8VApNA56FaFWdP7wO57f7N3b4Nc30ruOG2QiphQmmU3Gh1ZgXvF3H6JWZebGJnZSRcm_g2TjkiIznKBjuYVDR_hI5Ljlc16qOu8DSn8a-KqTeo_d9YBBA1EGFGKNEd-SMkhiOV7rrBPFkHj0Ofq63YiuWmHa4YRtoT8CZVUAZNlZA-w9jeyt2_dDmtYV39CjHkBeSIXljV-XjCXUlM6wIjI8FOuXKPG_EkbX1taFlKe3gisfkkPlxApMTYnK_Tzm6pWn3IQ3CFa7Tn0sOmYzYOSqxoYOiX-JQyaD3zyI4v0lMdulCEMNwSoxAlTFs29Zu-T0Q33WfCExyV9KbtVvOFhYSz40g_f4Goqm3aEBp9GkIJaA&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.30062_Y.227226_Z.676146_CN.test&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=53&redirect=https%3A%2F%2Ftiki.vn%2Fnuoc-hoa-nam-chinh-hang-lonkoom-huong-go-mui-thom-100ml-p83346061.html%3Fspid%3D83346062,https://salt.tikicdn.com/cache/200x200/ts/product/e1/db/23/6e531d61a6be2b4b921a587b5aee55e5.jpg,No, 96%,23,,,,,,
4370,Bàn Vẽ Không Dây GAOMON WH850,888.000 ₫,https://tiki.vn/ban-ve-khong-day-gaomon-wh850-p2925497.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2925497,https://salt.tikicdn.com/cache/200x200/ts/product/31/4d/d5/8b60b4e7d36b7d876bc0e32928c75fbb.jpg,No, 92%,161,,,,Yes,,
4371,Bình Đun Nước J.Zao Để Nấu Trà Và Cà Phê (800Ml),494.300 ₫,https://tiki.vn/binh-dun-nuoc-j-zao-de-nau-tra-va-ca-phe-800ml-p10380996.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.10380996,https://salt.tikicdn.com/cache/200x200/ts/product/0a/1b/77/72d548d0cba4e28faa208684d5c2d973.jpg,No, 96%,,,,,,,
4372,Khuôn Nướng Bánh Hình Tròn CHEF MADE WK90,178.800 ₫,https://tiki.vn/khuon-nuong-banh-hinh-tron-chef-made-wk90-p4857697.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.4857697,https://salt.tikicdn.com/cache/200x200/ts/product/57/ec/bd/5dbabe292d495c7422b3108a3229c7d3.jpg,No, 100%,,,,,Yes,,
4373,518-01 1/16 RC Car Off-Road Car Climbing Car Racing Car Remote Control Car 2.4GHz RC Car Gift for Kids Boy,342.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMas1nnQGTsq6x-Mv0j_rN3aRxqL0vsli2Ej53doo19aqj4kcpF-IFAJZeQBMpnM9_gsnYmC0zJ86o6wEl00URmnZYMhKOZQ3K4Q7_YwnJodAFPVcrfp8P-Yi47XBFvfRl7Y0CYCXHV_cRgHht7lMcoRXNyR0Eb1gOnYF_ZATZgvtEevLxQwB4BXONsztr-T4Z_chWKAeSkVJObhcoC_8bePDJ5RARj0Z65ANd8faztT0Vkf3oh0d6YLuXosZgyFxtTySvlhNVrXYGxWcY6anndyKBTBvPddZe3a4tV91kn8jwRhkEMyKuU-qJuCpXxfmWxM9UAjKwOsT7INj79YBbYDLm0W9QtzepNDCZSYN9RaWon11eQc8RJma5faxnwE1pc-jMg1dF8Qhpn5e41TGfOQsYETmMZQEhbw8RhcRnmtX6ojH4euiy20_8wzFJh9aVlDqnX1ZRPPCKcPUxibwnsYVQVf-4wVzm2GCE_VfcFOZyrqlOyh-W2x4XCqkRTi8Fjy7mG8iBbpOOqDInJPXaHnUqmpofdtC4QoPyjEpWpFahrpI5N239b5Ee19TRQ5w5auBimPst8N-LPB5FUgwwiq1cCsRSBao-rqbiB5AqgrSknnvdUrlnBZsMkMxNTNKqCWHTRcEU5CRqdRwhMwlfWdcFFu86cm9IaX7s9QlHpJlzVIo9kGeWCaSTcrg9T7gS8cfkApexc5Qn6rQO78XKWBdmgS9U0bx2C7WBApLgU5Lgjcah8Vr4Zoxzdzlc7-payskesJTv6VHs85OpntquKnZHECO51Fb47TN-GQ8o_bTJ56AJEtD8O4kE_hX_d2UbPpsnRDl41Rd9bJBa7fxYM1qoTgp2pygSu7Ub9tzhet2D7S315L9YMiJJL9gTYTf669-QnbNJ7rloemZEpsp43Kp-E3c-aa_2q99j62XzaRFljQB7-CwGxFlMWQ8uhKacc0zyycD1y6fdMS2eOMBZFC_7fiIUleF9ZsEHCiJN_PengAX21HjFBN6BZKDIxFyVsupCyrGTRUVMW84OGfCE6148LkJ8LAYQ0_mswJLJYVbI6iRqbgmOBg6Flfc5eWsulgp0ZMC21RlGdISNZgZH92DwvnaEDN9xC-8uXSIZShXXufwFql9M8RKr0PzHpv4xM_6iHChfvefO1WAJBjEJi7hmTwA5eEZyCT7VZW9Dr93pIdByggCadPYZ-3PfHXrYSXkDkB9ry0tXZMrX8FdbwK0Lj3gLHh7Jv4epSQh9ap_BkzyzIeR32h1KJIfShIaVt3mOu9UxjUyxfJLSFCj3fdziJ5gw1Uk5Zn8IFDZ1dl6bOl7oFlpHUN9MZUl779nNMSCK84bYHegw1BMz2-KGO3qPO3gnf1_vN8uXGtFAl0COJg28xMKIbxG0QAUXEeozFfixJnnm6s7XkbxKfQ7a-PspA&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.73219_Y.660583_Z.1347362_CN.%25E9%2581%25A5%25E6%258E%25A7%25E6%25A8%25A1%25E5%259E%258B9.17&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=57&redirect=https%3A%2F%2Ftiki.vn%2F518-01-1-16-rc-car-off-road-car-climbing-car-racing-car-remote-control-car-2-4ghz-rc-car-gift-for-kids-boy-p106700740.html%3Fspid%3D125889362,https://salt.tikicdn.com/cache/200x200/ts/product/a7/bc/16/6de3f9c732ae3db4d653b233ceadb88d.jpg,No,,,,,,Yes,,
4374,Máy Cạo Lông Đa Năng Xiaomi Youpin Wéllskins Electric Với Đầu Xoay 30 Độ,296.000 ₫,https://tiki.vn/xiaomi-youpin-wellskins-electric-eyebrow-trimmer-repairer-shaver-body-hair-removal-with-pivoting-head-30-adjustable-p44582652.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.44582652,https://salt.tikicdn.com/cache/200x200/ts/product/16/de/03/ad62ff22fdd564b0a41945c0bd6cf8ad.jpg,No, 94%,115,,,,Yes,,
4375,"máy làm sạch siêu âm xiaomi Lofans, làm sạch kính và đồ trang sức",430.000 ₫,https://tiki.vn/may-lam-sach-sieu-am-xiaomi-lofans-lam-sach-kinh-va-do-trang-suc-p73251197.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.73251197,https://salt.tikicdn.com/cache/200x200/ts/product/95/98/63/723501da06931100f65b798ac5737cc7.jpg,No, 100%,,,,,,,
4376,Dây cáp Anker Type-C to Lightning được chứng nhận MFi phù hợp với bộ sạc flash sạc Huawei/Xiaomi/Apple 100W5A Doraemon Official 0.9 mét,329.000 ₫,https://tiki.vn/day-cap-anker-type-c-to-lightning-duoc-chung-nhan-mfi-phu-hop-voi-bo-sac-flash-sac-huawei-xiaomi-apple-100w5a-doraemon-official-0-9-met-p77324352.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.77324352,https://salt.tikicdn.com/cache/200x200/ts/product/53/a7/79/085c636881e0a3ed98cc838cc2cca9b3.jpg,No, 96%,,,,,Yes,,
4377,GameSir G4 Pro Multi-platform Game Controller BT 2.4GHz Wireless Gamepad Joystick for Android/iOS/PC/Switch Game Playing,999.000 ₫,https://tka.tiki.vn/pixel?CLICK=&data=djAwMY76O48bNAjnbMvQt9cDA7OU2CEF_fm-wsAFJTmSN3TnSu4l5eM32qpkJlPkoQlLrDYBGYdT1LlRPb_TQW4-oju8_1OH0n9FHty0sL-aPASD9f9I3ln0v_2bIm8QkOMeb91KrDk1e04DFt86xF_qLbdmEepxMnsP7KikCtZdTc-I4eo6uAZBZKxqKlKAMa1hom3JcnwXYMZ09jKTvmo7nlaMtCQO4Lp-_wrBrFf-_89OYe5J1ewvizRn3TxCj5xpMLLjhngviarm4QC2D9L_ANi8QRPZ9-d5THKnVwicdgDtcMx6SkuXvNSQ3kpzPfTXTXDxPzS4ifhpij1uEf8-mLXt6tu0CRubKe_0wJj-vnFKzYAvEGfcBRV1rCbARbC_CDMVXfnS_cci8JqDahwcmju07lbkwUKQG5RJkxr4Xk-iGlUuhMBqorByuVbiMKd2_vspUw5rmyRrp7EB112LoJmlynn9fsLwi6XM42XBoYpT-qv8siW_Z52FrlXEUxN3qUOsxpMVDmFePvYr1R93YqDzUv8YrHIKFRk8-Hk3Vsan13oQO3zOJ2119UQ9gWOS9vGpqPpQ9JKrrah6ol1I7Z4b5O4WSp_cOOWMA-k0aqVXlkAuxrOPtB9tSZ4hEmo6AbE8iqDREOQMmji3FbgbBMmOI478C5GSggGMEr1yMcDwminTZ_zCs8HOQfALVA1M-J4wyW9_dDyjJYZRNkB-dtJqDdY-05WiJVX8U9Oci5d1UCWhcLDJ46iPh5XVryenJvC-eZ4uKVNszoW8gE7ovOx-6JCrE41XNU4EtMmOhFZmy7TD6ryjTjoTRKWtnbo1jBAvyUL8qimgqH_q8oPGZAIT7pGuegGHWcvXdu3r5gzw1D1ZWBfgaZz9sOD-2Gkn8zz_VlAeBAbv6qgr045AYT9n7rxtHuLjblwgtnQtPng47pUwWqfOj0rR2CSFJr-QHJqUkr28ucQXtN8rDOh1--TIGSl9h498nCCYNi_w8dC8-iiDS704PlCiRpZ6N2Jb_TS4aeWGqhNwwdNQv3b8SvA2GvO3dL_XT2vSp-P7JTK2ZMcrCld6pyCLd3SwCkduyq4aCVh9EWL7WTA4zu-FdZ_Hor-7WIX6XuMc4HzY_46tG2Ta6I8_Ro6T84bP4sqjgrV61FqKHepyHlG_dL-_7Zr5_wKtpJUt5Yz0I02lT6uNxTNBgV8C8nMdDSW4GprkuGoqNZfYD9ehiK81VXrVTBuSAbMBuQ581U_Tkn0dS8i82AR4Uc8Q_NcBt1xwTsb6n348l1EdkGdZY9vgAAL4ioYQzZ_opYOFYvredgG4nVQ2R0azp-H_GmkrJMn9BkGNMSkq-v2kSI2gqlf3i4qdiObft2bcaRyX7x_-S2pMZxlHIzzGwC0-zWB_0nOSTdueJvUHI9wbQDkS3skpBa9-sC8_qXSEp-jxvQ&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.73211_Y.642933_Z.1324261_CN.%25E6%25B8%25B8%25E6%2588%258F%25E7%25B1%25BB9.17&itm_medium=CPC&itm_source=tiki-ads&reqid=HQloWebRBR&pos=61&redirect=https%3A%2F%2Ftiki.vn%2Fgamesir-g4-pro-multi-platform-game-controller-bt-2-4ghz-wireless-gamepad-joystick-for-android-ios-pc-switch-game-playing-p123787047.html%3Fspid%3D123787048,https://salt.tikicdn.com/cache/200x200/ts/product/f9/cc/8c/19f1e02ce186d24063a65a1f93a015dc.jpg,No, 100%,1,,,,,,
4378,Bảng Vẽ Điện Tử HUION H1060P Bảng vẽ cảm ứng Huion 1060P New Đen,1.902.000 ₫,https://tiki.vn/huion-h1060p-graphic-drawing-tablet-micro-usb-12-express-keys-digital-painting-battery-free-passive-pen-p62345257.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.62345257,https://salt.tikicdn.com/cache/200x200/ts/product/26/5b/0d/7ca2304eb1e3903c80f1508e3905ba1b.jpg,No, 100%,68,,,,Yes,,
4379,Máy Đánh Bột Cầm Tay - Bear Whisk DDQ-B02L1,427.700 ₫,https://tiki.vn/may-danh-bot-cam-tay-bear-whisk-ddq-b02l1-p2957767.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2957767,https://salt.tikicdn.com/cache/200x200/ts/product/b2/a3/21/940cd74b73b79e2e2c9056d7610dc21f.jpg,No, 100%,,,,,Yes,,
4380,Đồ Chơi Rau Củ Quả Cho Trẻ Em,299.000 ₫,https://tiki.vn/do-choi-rau-cu-qua-cho-tre-em-p10265726.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.10265726,https://salt.tikicdn.com/cache/200x200/ts/product/5e/c8/11/77e95b8f519d57337e703d59879ed22e.jpg,No, 90%,,,,,Yes,,
4381,"Hộp Trữ Pin Kiểm Tra Được Trạng Thái Pin Dành Cho Pin Aaa, Aa, 9V, C, D Và Pin Nút - Đen",194.000 ₫,https://tiki.vn/hop-tru-pin-kiem-tra-duoc-trang-thai-pin-danh-cho-pin-aaa-aa-9v-c-d-va-pin-nut-den-p34982779.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.34982779,https://salt.tikicdn.com/cache/200x200/ts/product/15/7d/54/ba43149360ea10b86e81645b83afa2f3.jpg,No, 90%,278,,,,,,
4382,Khay Nướng Bánh Hình Chữ Nhật CHEF MADE WK9409,383.000 ₫,https://tiki.vn/khay-nuong-banh-hinh-chu-nhat-chef-made-wk9409-p9114889.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.9114889,https://salt.tikicdn.com/cache/200x200/ts/product/04/d8/7c/6d9f220e81d34d39547c985a6ae2040a.jpg,No, 100%,140,,,,Yes,,
4383,Máy đo nồng độ oxy trong máu bằng đầu ngón tay SpO2 màn hình LED kĩ thuật số kèm dây buộc,423.000 ₫,https://tiki.vn/may-do-nong-do-oxy-trong-mau-bang-dau-ngon-tay-spo2-man-hinh-led-ki-thuat-so-kem-day-buoc-p77734221.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.77734221,https://salt.tikicdn.com/cache/200x200/ts/product/70/34/46/23d40bc396484cbd71d32d327673dd74.jpg,No, 78%,,,,,Yes,,Yes
4384,Cốc Inox 304 480ml Có Nắp Và Tay Cầm Thích Hợp Cho Văn Phòng Học Sinh Beauty Cook (Maxcook),108.652 ₫,https://tiki.vn/coc-inox-304-480ml-co-nap-va-tay-cam-thich-hop-cho-van-phong-hoc-sinh-beauty-cook-maxcook-p37212404.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.37212404,https://salt.tikicdn.com/cache/200x200/ts/product/cb/f6/aa/0295652fac48661f8054f933e7132286.jpg,No, 78%,,,,,Yes,,
4385,"Khuôn Làm Bánh Chống Dính Hình Bầu Dục 22,2 * 5,6cm Dụng Cụ Cho Lò Nướng CHEF MADE - Champagne Gold WK9062",138.900 ₫,https://tiki.vn/khuon-lam-banh-chong-dinh-hinh-bau-duc-22-2-5-6cm-dung-cu-cho-lo-nuong-chef-made-champagne-gold-wk9062-p10485258.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.10485258,https://salt.tikicdn.com/cache/200x200/ts/product/48/dc/43/43da2eaab0ec4e88efefc9ce62cdd6e6.jpg,No, 100%,129,-15%,,,Yes,,
4386,12 Cái Đầu Bàn Chải Đánh Răng Thay Thế Tương Thích Với Bàn Chải Điện Oral B Cho Răng Nhạy Cảm,155.000 ₫,https://tiki.vn/12-cai-dau-ban-chai-danh-rang-thay-the-tuong-thich-voi-ban-chai-dien-oral-b-cho-rang-nhay-cam-p75597107.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.75597107,https://salt.tikicdn.com/cache/200x200/ts/product/dc/99/f8/ade3ff64a4827b23d3f8c4aaa3249796.jpg,No, 94%,143,,,,Yes,,
4387,Cáp Sạc Truyền Dữ Liệu Lightning Anker ,296.000 ₫,https://tiki.vn/cap-sac-truyen-du-lieu-lightning-anker-p2926523.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.2926523,https://salt.tikicdn.com/cache/200x200/ts/product/39/54/47/a9db899293f1b42942caad5426d1c8a1.jpg,No,,,,,,Yes,,
4388,Khuôn Làm Bánh Phô Mai CHEF MADE Kiểu Tròn Đáy Dày (4inch) - Màu Vàng Đồng,97.000 ₫,https://tiki.vn/khuon-lam-banh-pho-mai-chef-made-kieu-tron-day-day-4inch-mau-vang-dong-p10426541.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_20211002_MD_PID.10426541,https://salt.tikicdn.com/cache/200x200/ts/product/04/d1/ec/dbdba9def159898390d9447e2eafeedd.jpg,No, 96%,,,,,Yes,,
